_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time:confidence,after,before,bodytext,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time_gold,docid,eventid,verb
1696442588,false,finalized,5,4/22/2018 23:44:43,yes_its_anchorable,0.6359,him returned .,"Reno has already met with Lazaro Gonzalez 's lawyer and a Catholic nun from Miami who oppose his return to Cuba , as well as with Elian 's two grandmothers from Cuba , who","<p>Support for the bill has been waning . </p><p>Reno has already met with Lazaro Gonzalez 's lawyer and a Catholic nun from Miami who oppose his return to Cuba , as well as with Elian 's two grandmothers from Cuba , who <span style='color:red;'><strong>want </strong></span>him returned . </p>",,APW20000210.0328,62,want
1696442590,false,finalized,5,4/22/2018 02:34:35,no_its_intentionwishopinion,1.0,.,"Reno has already met with Lazaro Gonzalez 's lawyer and a Catholic nun from Miami who oppose his return to Cuba , as well as with Elian 's two grandmothers from Cuba , who want him","<p>Support for the bill has been waning . </p><p>Reno has already met with Lazaro Gonzalez 's lawyer and a Catholic nun from Miami who oppose his return to Cuba , as well as with Elian 's two grandmothers from Cuba , who want him <span style='color:red;'><strong>returned </strong></span>. </p>",,APW20000210.0328,63,returned
1696442591,false,finalized,5,4/20/2018 07:08:57,yes_its_anchorable,1.0,President Fidel Castro on Thursday in a packed auditorium in what has become a daily public rally to press for the boy 's return .,"In Havana , Elian 's father","<p>Reno has already met with Lazaro Gonzalez 's lawyer and a Catholic nun from Miami who oppose his return to Cuba , as well as with Elian 's two grandmothers from Cuba , who want him returned . </p><p>In Havana , Elian 's father <span style='color:red;'><strong>joined </strong></span>President Fidel Castro on Thursday in a packed auditorium in what has become a daily public rally to press for the boy 's return . </p>",,APW20000210.0328,64,joined
1696442593,false,finalized,5,4/20/2018 20:33:19,yes_its_anchorable,0.8032,auditorium in what has become a daily public rally to press for the boy 's return .,"In Havana , Elian 's father joined President Fidel Castro on Thursday in a","<p>Reno has already met with Lazaro Gonzalez 's lawyer and a Catholic nun from Miami who oppose his return to Cuba , as well as with Elian 's two grandmothers from Cuba , who want him returned . </p><p>In Havana , Elian 's father joined President Fidel Castro on Thursday in a <span style='color:red;'><strong>packed </strong></span>auditorium in what has become a daily public rally to press for the boy 's return . </p>",,APW20000210.0328,65,packed
1696442594,false,finalized,5,4/21/2018 19:45:05,yes_its_anchorable,0.6046,a daily public rally to press for the boy 's return .,"In Havana , Elian 's father joined President Fidel Castro on Thursday in a packed auditorium in what has","<p>Reno has already met with Lazaro Gonzalez 's lawyer and a Catholic nun from Miami who oppose his return to Cuba , as well as with Elian 's two grandmothers from Cuba , who want him returned . </p><p>In Havana , Elian 's father joined President Fidel Castro on Thursday in a packed auditorium in what has <span style='color:red;'><strong>become </strong></span>a daily public rally to press for the boy 's return . </p>",,APW20000210.0328,66,become
1696442595,false,finalized,5,4/20/2018 14:22:11,no_its_intentionwishopinion,0.5993,for the boy 's return .,"In Havana , Elian 's father joined President Fidel Castro on Thursday in a packed auditorium in what has become a daily public rally to","<p>Reno has already met with Lazaro Gonzalez 's lawyer and a Catholic nun from Miami who oppose his return to Cuba , as well as with Elian 's two grandmothers from Cuba , who want him returned . </p><p>In Havana , Elian 's father joined President Fidel Castro on Thursday in a packed auditorium in what has become a daily public rally to <span style='color:red;'><strong>press </strong></span>for the boy 's return . </p>",,APW20000210.0328,68,press
1696442596,false,finalized,5,4/20/2018 17:39:01,yes_its_anchorable,1.0,the United States and extolled the virtues of Cuba 's communist revolution .,Speaker after speaker,"<p>In Havana , Elian 's father joined President Fidel Castro on Thursday in a packed auditorium in what has become a daily public rally to press for the boy 's return . </p><p>Speaker after speaker <span style='color:red;'><strong>denounced </strong></span>the United States and extolled the virtues of Cuba 's communist revolution . </p>",,APW20000210.0328,70,denounced
1696442597,false,finalized,5,4/22/2018 17:19:19,yes_its_anchorable,1.0,the virtues of Cuba 's communist revolution .,Speaker after speaker denounced the United States and,"<p>In Havana , Elian 's father joined President Fidel Castro on Thursday in a packed auditorium in what has become a daily public rally to press for the boy 's return . </p><p>Speaker after speaker denounced the United States and <span style='color:red;'><strong>extolled </strong></span>the virtues of Cuba 's communist revolution . </p>",,APW20000210.0328,71,extolled
1696442598,false,finalized,5,4/20/2018 09:03:08,yes_its_anchorable,1.0,"anonymity , said the department has authority , if necessary , to shift temporary custody to someone other than Lazaro Gonzalez .","A Justice official , who","<p>Speaker after speaker denounced the United States and extolled the virtues of Cuba 's communist revolution . </p><p>A Justice official , who <span style='color:red;'><strong>requested </strong></span>anonymity , said the department has authority , if necessary , to shift temporary custody to someone other than Lazaro Gonzalez . </p>",,APW20000210.0328,73,requested
1696442599,false,finalized,5,4/20/2018 06:29:48,yes_its_anchorable,1.0,"the department has authority , if necessary , to shift temporary custody to someone other than Lazaro Gonzalez .","A Justice official , who requested anonymity ,","<p>Speaker after speaker denounced the United States and extolled the virtues of Cuba 's communist revolution . </p><p>A Justice official , who requested anonymity , <span style='color:red;'><strong>said </strong></span>the department has authority , if necessary , to shift temporary custody to someone other than Lazaro Gonzalez . </p>",,APW20000210.0328,74,said
1696442600,false,finalized,5,4/20/2018 08:17:43,no_its_hypotheticalcondition,0.4154,temporary custody to someone other than Lazaro Gonzalez .,"A Justice official , who requested anonymity , said the department has authority , if necessary , to","<p>Speaker after speaker denounced the United States and extolled the virtues of Cuba 's communist revolution . </p><p>A Justice official , who requested anonymity , said the department has authority , if necessary , to <span style='color:red;'><strong>shift </strong></span>temporary custody to someone other than Lazaro Gonzalez . </p>",,APW20000210.0328,75,shift
1696442601,false,finalized,5,4/22/2018 03:28:46,yes_its_anchorable,1.0,in his care after being found clinging to an inner tube in the Atlantic last Thanksgiving following a boat wreck that killed his mother and 10 other people .,The boy was,"<p>A Justice official , who requested anonymity , said the department has authority , if necessary , to shift temporary custody to someone other than Lazaro Gonzalez . </p><p>The boy was <span style='color:red;'><strong>placed </strong></span>in his care after being found clinging to an inner tube in the Atlantic last Thanksgiving following a boat wreck that killed his mother and 10 other people . </p>",,APW20000210.0328,76,placed
1696442602,false,finalized,5,4/20/2018 08:17:54,yes_its_anchorable,1.0,clinging to an inner tube in the Atlantic last Thanksgiving following a boat wreck that killed his mother and 10 other people .,The boy was placed in his care after being,"<p>A Justice official , who requested anonymity , said the department has authority , if necessary , to shift temporary custody to someone other than Lazaro Gonzalez . </p><p>The boy was placed in his care after being <span style='color:red;'><strong>found </strong></span>clinging to an inner tube in the Atlantic last Thanksgiving following a boat wreck that killed his mother and 10 other people . </p>",,APW20000210.0328,77,found
1696442604,false,finalized,5,4/20/2018 08:26:50,yes_its_anchorable,1.0,to an inner tube in the Atlantic last Thanksgiving following a boat wreck that killed his mother and 10 other people .,The boy was placed in his care after being found,"<p>A Justice official , who requested anonymity , said the department has authority , if necessary , to shift temporary custody to someone other than Lazaro Gonzalez . </p><p>The boy was placed in his care after being found <span style='color:red;'><strong>clinging </strong></span>to an inner tube in the Atlantic last Thanksgiving following a boat wreck that killed his mother and 10 other people . </p>",,APW20000210.0328,78,clinging
1696442606,false,finalized,5,4/20/2018 03:12:57,yes_its_anchorable,1.0,a boat wreck that killed his mother and 10 other people .,The boy was placed in his care after being found clinging to an inner tube in the Atlantic last Thanksgiving,"<p>A Justice official , who requested anonymity , said the department has authority , if necessary , to shift temporary custody to someone other than Lazaro Gonzalez . </p><p>The boy was placed in his care after being found clinging to an inner tube in the Atlantic last Thanksgiving <span style='color:red;'><strong>following </strong></span>a boat wreck that killed his mother and 10 other people . </p>",,APW20000210.0328,79,following
1696442607,false,finalized,5,4/22/2018 04:36:09,yes_its_anchorable,1.0,his mother and 10 other people .,The boy was placed in his care after being found clinging to an inner tube in the Atlantic last Thanksgiving following a boat wreck that,"<p>A Justice official , who requested anonymity , said the department has authority , if necessary , to shift temporary custody to someone other than Lazaro Gonzalez . </p><p>The boy was placed in his care after being found clinging to an inner tube in the Atlantic last Thanksgiving following a boat wreck that <span style='color:red;'><strong>killed </strong></span>his mother and 10 other people . </p>",,APW20000210.0328,81,killed
1696442608,false,finalized,5,4/21/2018 10:03:51,yes_its_anchorable,1.0,"in favor of the father 's request that the boy be returned to him in Cuba , but that decision was put on hold while the Miami relatives battle in federal court to keep him in this country .",The Immigration and Naturalization Service has,"<p>The boy was placed in his care after being found clinging to an inner tube in the Atlantic last Thanksgiving following a boat wreck that killed his mother and 10 other people . </p><p>The Immigration and Naturalization Service has <span style='color:red;'><strong>ruled </strong></span>in favor of the father 's request that the boy be returned to him in Cuba , but that decision was put on hold while the Miami relatives battle in federal court to keep him in this country . </p>",,APW20000210.0328,82,ruled
1696442611,false,finalized,5,4/20/2018 04:38:31,no_its_intentionwishopinion,0.6077,"to him in Cuba , but that decision was put on hold while the Miami relatives battle in federal court to keep him in this country .",The Immigration and Naturalization Service has ruled in favor of the father 's request that the boy be,"<p>The boy was placed in his care after being found clinging to an inner tube in the Atlantic last Thanksgiving following a boat wreck that killed his mother and 10 other people . </p><p>The Immigration and Naturalization Service has ruled in favor of the father 's request that the boy be <span style='color:red;'><strong>returned </strong></span>to him in Cuba , but that decision was put on hold while the Miami relatives battle in federal court to keep him in this country . </p>",,APW20000210.0328,84,returned
1696442612,false,finalized,5,4/20/2018 16:22:38,yes_its_anchorable,1.0,on hold while the Miami relatives battle in federal court to keep him in this country .,"The Immigration and Naturalization Service has ruled in favor of the father 's request that the boy be returned to him in Cuba , but that decision was","<p>The boy was placed in his care after being found clinging to an inner tube in the Atlantic last Thanksgiving following a boat wreck that killed his mother and 10 other people . </p><p>The Immigration and Naturalization Service has ruled in favor of the father 's request that the boy be returned to him in Cuba , but that decision was <span style='color:red;'><strong>put </strong></span>on hold while the Miami relatives battle in federal court to keep him in this country . </p>",,APW20000210.0328,86,put
1696442614,false,finalized,5,4/21/2018 01:17:20,yes_its_anchorable,0.608,him in this country .,"The Immigration and Naturalization Service has ruled in favor of the father 's request that the boy be returned to him in Cuba , but that decision was put on hold while the Miami relatives battle in federal court to","<p>The boy was placed in his care after being found clinging to an inner tube in the Atlantic last Thanksgiving following a boat wreck that killed his mother and 10 other people . </p><p>The Immigration and Naturalization Service has ruled in favor of the father 's request that the boy be returned to him in Cuba , but that decision was put on hold while the Miami relatives battle in federal court to <span style='color:red;'><strong>keep </strong></span>him in this country . </p>",,APW20000210.0328,88,keep
1696442615,false,finalized,5,4/20/2018 15:45:23,yes_its_anchorable,1.0,"that INS acted appropriately but `` now that we have this new information , we 'll have to look at it , and see , like I said , what steps if any are appropriate . ''",Holder,"<p>The Immigration and Naturalization Service has ruled in favor of the father 's request that the boy be returned to him in Cuba , but that decision was put on hold while the Miami relatives battle in federal court to keep him in this country . </p><p>Holder <span style='color:red;'><strong>said </strong></span>that INS acted appropriately but `` now that we have this new information , we 'll have to look at it , and see , like I said , what steps if any are appropriate . '' </p>",,APW20000210.0328,89,said
1696442616,false,finalized,5,4/20/2018 17:18:50,yes_its_anchorable,1.0,"appropriately but `` now that we have this new information , we 'll have to look at it , and see , like I said , what steps if any are appropriate . ''",Holder said that INS,"<p>The Immigration and Naturalization Service has ruled in favor of the father 's request that the boy be returned to him in Cuba , but that decision was put on hold while the Miami relatives battle in federal court to keep him in this country . </p><p>Holder said that INS <span style='color:red;'><strong>acted </strong></span>appropriately but `` now that we have this new information , we 'll have to look at it , and see , like I said , what steps if any are appropriate . '' </p>",,APW20000210.0328,90,acted
1696442617,false,finalized,6,4/21/2018 15:27:30,no_its_intentionwishopinion,1.0,"at it , and see , like I said , what steps if any are appropriate . ''","Holder said that INS acted appropriately but `` now that we have this new information , we 'll have to","<p>The Immigration and Naturalization Service has ruled in favor of the father 's request that the boy be returned to him in Cuba , but that decision was put on hold while the Miami relatives battle in federal court to keep him in this country . </p><p>Holder said that INS acted appropriately but `` now that we have this new information , we 'll have to <span style='color:red;'><strong>look </strong></span>at it , and see , like I said , what steps if any are appropriate . '' </p>",,APW20000210.0328,91,look
1696442618,false,finalized,5,4/22/2018 16:58:29,no_its_intentionwishopinion,0.8046,", like I said , what steps if any are appropriate . ''","Holder said that INS acted appropriately but `` now that we have this new information , we 'll have to look at it , and","<p>The Immigration and Naturalization Service has ruled in favor of the father 's request that the boy be returned to him in Cuba , but that decision was put on hold while the Miami relatives battle in federal court to keep him in this country . </p><p>Holder said that INS acted appropriately but `` now that we have this new information , we 'll have to look at it , and <span style='color:red;'><strong>see </strong></span>, like I said , what steps if any are appropriate . '' </p>",,APW20000210.0328,92,see
1696442619,false,finalized,5,4/20/2018 14:21:38,yes_its_anchorable,1.0,", what steps if any are appropriate . ''","Holder said that INS acted appropriately but `` now that we have this new information , we 'll have to look at it , and see , like I","<p>The Immigration and Naturalization Service has ruled in favor of the father 's request that the boy be returned to him in Cuba , but that decision was put on hold while the Miami relatives battle in federal court to keep him in this country . </p><p>Holder said that INS acted appropriately but `` now that we have this new information , we 'll have to look at it , and see , like I <span style='color:red;'><strong>said </strong></span>, what steps if any are appropriate . '' </p>",,APW20000210.0328,93,said
1696442621,false,finalized,5,4/20/2018 00:57:47,yes_its_anchorable,0.8053,"Lazaro Gonzalez , 49 , was found guilty of driving under the influence of alcohol at least twice from 1991 to 1997 .",Florida state records,"<p>Holder said that INS acted appropriately but `` now that we have this new information , we 'll have to look at it , and see , like I said , what steps if any are appropriate . '' </p><p>Florida state records <span style='color:red;'><strong>show </strong></span>Lazaro Gonzalez , 49 , was found guilty of driving under the influence of alcohol at least twice from 1991 to 1997 . </p>",,APW20000210.0328,94,show
1696442623,false,finalized,5,4/20/2018 08:16:18,yes_its_anchorable,1.0,guilty of driving under the influence of alcohol at least twice from 1991 to 1997 .,"Florida state records show Lazaro Gonzalez , 49 , was","<p>Holder said that INS acted appropriately but `` now that we have this new information , we 'll have to look at it , and see , like I said , what steps if any are appropriate . '' </p><p>Florida state records show Lazaro Gonzalez , 49 , was <span style='color:red;'><strong>found </strong></span>guilty of driving under the influence of alcohol at least twice from 1991 to 1997 . </p>",,APW20000210.0328,95,found
1696442625,false,finalized,5,4/23/2018 04:47:50,yes_its_anchorable,0.3924,under the influence of alcohol at least twice from 1991 to 1997 .,"Florida state records show Lazaro Gonzalez , 49 , was found guilty of","<p>Holder said that INS acted appropriately but `` now that we have this new information , we 'll have to look at it , and see , like I said , what steps if any are appropriate . '' </p><p>Florida state records show Lazaro Gonzalez , 49 , was found guilty of <span style='color:red;'><strong>driving </strong></span>under the influence of alcohol at least twice from 1991 to 1997 . </p>",,APW20000210.0328,96,driving
1696442626,false,finalized,5,4/20/2018 04:51:10,yes_its_anchorable,1.0,"Lazaro Gonzalez 's 62-year-old brother , Delfin Gonzalez , has been found guilty at least twice of driving under the influence .",Records also,"<p>Florida state records show Lazaro Gonzalez , 49 , was found guilty of driving under the influence of alcohol at least twice from 1991 to 1997 . </p><p>Records also <span style='color:red;'><strong>show </strong></span>Lazaro Gonzalez 's 62-year-old brother , Delfin Gonzalez , has been found guilty at least twice of driving under the influence . </p>",,APW20000210.0328,97,show
1696442628,false,finalized,5,4/22/2018 03:38:25,yes_its_anchorable,1.0,guilty at least twice of driving under the influence .,"Records also show Lazaro Gonzalez 's 62-year-old brother , Delfin Gonzalez , has been","<p>Florida state records show Lazaro Gonzalez , 49 , was found guilty of driving under the influence of alcohol at least twice from 1991 to 1997 . </p><p>Records also show Lazaro Gonzalez 's 62-year-old brother , Delfin Gonzalez , has been <span style='color:red;'><strong>found </strong></span>guilty at least twice of driving under the influence . </p>",,APW20000210.0328,98,found
1696442629,false,finalized,5,4/21/2018 17:18:38,yes_its_anchorable,0.419,under the influence .,"Records also show Lazaro Gonzalez 's 62-year-old brother , Delfin Gonzalez , has been found guilty at least twice of","<p>Florida state records show Lazaro Gonzalez , 49 , was found guilty of driving under the influence of alcohol at least twice from 1991 to 1997 . </p><p>Records also show Lazaro Gonzalez 's 62-year-old brother , Delfin Gonzalez , has been found guilty at least twice of <span style='color:red;'><strong>driving </strong></span>under the influence . </p>",,APW20000210.0328,99,driving
1696442630,false,finalized,5,4/20/2018 14:56:18,yes_its_anchorable,1.0,the convictions prove the homes of those uncles are no place for Elian .,"On Wednesday , Ricardo Alarcon , head of Cuba 's National Assembly and Castro 's key man for U.S. - Cuban relations ,","<p>Records also show Lazaro Gonzalez 's 62-year-old brother , Delfin Gonzalez , has been found guilty at least twice of driving under the influence . </p><p>On Wednesday , Ricardo Alarcon , head of Cuba 's National Assembly and Castro 's key man for U.S. - Cuban relations , <span style='color:red;'><strong>said </strong></span>the convictions prove the homes of those uncles are no place for Elian . </p>",,APW20000210.0328,100,said
1696442632,false,finalized,5,4/20/2018 01:21:48,yes_its_anchorable,0.8164,the homes of those uncles are no place for Elian .,"On Wednesday , Ricardo Alarcon , head of Cuba 's National Assembly and Castro 's key man for U.S. - Cuban relations , said the convictions","<p>Records also show Lazaro Gonzalez 's 62-year-old brother , Delfin Gonzalez , has been found guilty at least twice of driving under the influence . </p><p>On Wednesday , Ricardo Alarcon , head of Cuba 's National Assembly and Castro 's key man for U.S. - Cuban relations , said the convictions <span style='color:red;'><strong>prove </strong></span>the homes of those uncles are no place for Elian . </p>",,APW20000210.0328,102,prove
1696442633,false,finalized,5,4/22/2018 05:06:31,yes_its_anchorable,0.5946,"the prison system in the U.S. That 's not the best interest of the child , '' Alarcon told reporters in Havana .","`` Practically everyone surrounding him either has been , or may be in the future ,","<p>On Wednesday , Ricardo Alarcon , head of Cuba 's National Assembly and Castro 's key man for U.S. - Cuban relations , said the convictions prove the homes of those uncles are no place for Elian . </p><p>`` Practically everyone surrounding him either has been , or may be in the future , <span style='color:red;'><strong>joining </strong></span>the prison system in the U.S. That 's not the best interest of the child , '' Alarcon told reporters in Havana . </p>",,APW20000210.0328,103,joining
1696442634,false,finalized,5,4/22/2018 02:42:39,yes_its_anchorable,1.0,reporters in Havana .,"`` Practically everyone surrounding him either has been , or may be in the future , joining the prison system in the U.S. That 's not the best interest of the child , '' Alarcon","<p>On Wednesday , Ricardo Alarcon , head of Cuba 's National Assembly and Castro 's key man for U.S. - Cuban relations , said the convictions prove the homes of those uncles are no place for Elian . </p><p>`` Practically everyone surrounding him either has been , or may be in the future , joining the prison system in the U.S. That 's not the best interest of the child , '' Alarcon <span style='color:red;'><strong>told </strong></span>reporters in Havana . </p>",,APW20000210.0328,104,told
1696442635,false,finalized,5,4/21/2018 10:03:51,yes_its_anchorable,1.0,Elian was `` surrounded by two drunks . '',He,"<p>`` Practically everyone surrounding him either has been , or may be in the future , joining the prison system in the U.S. That 's not the best interest of the child , '' Alarcon told reporters in Havana . </p><p>He <span style='color:red;'><strong>said </strong></span>Elian was `` surrounded by two drunks . '' </p>",,APW20000210.0328,105,said
1696442636,false,finalized,5,4/22/2018 16:52:22,yes_its_anchorable,1.0,the criticism : `` Elian is surrounded by love . '',"Armando Gutierrez , a spokesman for the Miami relatives ,","<p>He said Elian was `` surrounded by two drunks . '' </p><p>Armando Gutierrez , a spokesman for the Miami relatives , <span style='color:red;'><strong>dismissed </strong></span>the criticism : `` Elian is surrounded by love . '' </p>",,APW20000210.0328,106,dismissed
1696442637,false,finalized,5,4/20/2018 10:11:29,yes_its_anchorable,0.8088,his mother died to give him freedom .,Elian 's relatives and other Miami supporters,"<p>Armando Gutierrez , a spokesman for the Miami relatives , dismissed the criticism : `` Elian is surrounded by love . '' </p><p>Elian 's relatives and other Miami supporters <span style='color:red;'><strong>say </strong></span>his mother died to give him freedom . </p>",,APW20000210.0328,108,say
1696442640,false,finalized,5,4/21/2018 11:05:34,no_its_intentionwishopinion,1.0,him freedom .,Elian 's relatives and other Miami supporters say his mother died to,"<p>Armando Gutierrez , a spokesman for the Miami relatives , dismissed the criticism : `` Elian is surrounded by love . '' </p><p>Elian 's relatives and other Miami supporters say his mother died to <span style='color:red;'><strong>give </strong></span>him freedom . </p>",,APW20000210.0328,109,give
1696442641,false,finalized,5,4/22/2018 09:18:33,yes_its_anchorable,1.0,a letter Thursday from Elian 's grandmothers to Reno and Immigration and Naturalization Service Commissioner Doris Meissner asking for Elian 's return .,"The newspaper of Cuba 's Communist Party , daily Gramma ,","<p>Elian 's relatives and other Miami supporters say his mother died to give him freedom . </p><p>The newspaper of Cuba 's Communist Party , daily Gramma , <span style='color:red;'><strong>published </strong></span>a letter Thursday from Elian 's grandmothers to Reno and Immigration and Naturalization Service Commissioner Doris Meissner asking for Elian 's return . </p>",,APW20000210.0328,110,published
1696442642,false,finalized,5,4/22/2018 09:41:55,yes_its_anchorable,0.6214,for Elian 's return .,"The newspaper of Cuba 's Communist Party , daily Gramma , published a letter Thursday from Elian 's grandmothers to Reno and Immigration and Naturalization Service Commissioner Doris Meissner","<p>Elian 's relatives and other Miami supporters say his mother died to give him freedom . </p><p>The newspaper of Cuba 's Communist Party , daily Gramma , published a letter Thursday from Elian 's grandmothers to Reno and Immigration and Naturalization Service Commissioner Doris Meissner <span style='color:red;'><strong>asking </strong></span>for Elian 's return . </p>",,APW20000210.0328,111,asking
1696442643,false,finalized,5,4/21/2018 11:11:04,no_its_negation,0.8057,"that can compete with the value of the family , and it is humiliating for us that people are still questioning our love and the future that awaits Elian at his home , '' said a Spanish version of the letter , dated Feb. 4 .",`` No material good,"<p>The newspaper of Cuba 's Communist Party , daily Gramma , published a letter Thursday from Elian 's grandmothers to Reno and Immigration and Naturalization Service Commissioner Doris Meissner asking for Elian 's return . </p><p>`` No material good <span style='color:red;'><strong>exists </strong></span>that can compete with the value of the family , and it is humiliating for us that people are still questioning our love and the future that awaits Elian at his home , '' said a Spanish version of the letter , dated Feb. 4 . </p>",,APW20000210.0328,113,exists
1696442644,false,finalized,5,4/22/2018 04:34:57,no_its_intentionwishopinion,1.0,"with the value of the family , and it is humiliating for us that people are still questioning our love and the future that awaits Elian at his home , '' said a Spanish version of the letter , dated Feb. 4 .",`` No material good exists that can,"<p>The newspaper of Cuba 's Communist Party , daily Gramma , published a letter Thursday from Elian 's grandmothers to Reno and Immigration and Naturalization Service Commissioner Doris Meissner asking for Elian 's return . </p><p>`` No material good exists that can <span style='color:red;'><strong>compete </strong></span>with the value of the family , and it is humiliating for us that people are still questioning our love and the future that awaits Elian at his home , '' said a Spanish version of the letter , dated Feb. 4 . </p>",,APW20000210.0328,114,compete
1696442645,false,finalized,5,4/20/2018 06:16:24,yes_its_anchorable,1.0,"our love and the future that awaits Elian at his home , '' said a Spanish version of the letter , dated Feb. 4 .","`` No material good exists that can compete with the value of the family , and it is humiliating for us that people are still","<p>The newspaper of Cuba 's Communist Party , daily Gramma , published a letter Thursday from Elian 's grandmothers to Reno and Immigration and Naturalization Service Commissioner Doris Meissner asking for Elian 's return . </p><p>`` No material good exists that can compete with the value of the family , and it is humiliating for us that people are still <span style='color:red;'><strong>questioning </strong></span>our love and the future that awaits Elian at his home , '' said a Spanish version of the letter , dated Feb. 4 . </p>",,APW20000210.0328,115,questioning
1696442646,false,finalized,5,4/22/2018 10:57:10,yes_its_anchorable,1.0,"a Spanish version of the letter , dated Feb. 4 .","`` No material good exists that can compete with the value of the family , and it is humiliating for us that people are still questioning our love and the future that awaits Elian at his home , ''","<p>The newspaper of Cuba 's Communist Party , daily Gramma , published a letter Thursday from Elian 's grandmothers to Reno and Immigration and Naturalization Service Commissioner Doris Meissner asking for Elian 's return . </p><p>`` No material good exists that can compete with the value of the family , and it is humiliating for us that people are still questioning our love and the future that awaits Elian at his home , '' <span style='color:red;'><strong>said </strong></span>a Spanish version of the letter , dated Feb. 4 . </p>",,APW20000210.0328,116,said
1696442647,false,finalized,5,4/22/2018 23:47:13,yes_its_anchorable,1.0,Feb. 4 .,"`` No material good exists that can compete with the value of the family , and it is humiliating for us that people are still questioning our love and the future that awaits Elian at his home , '' said a Spanish version of the letter ,","<p>The newspaper of Cuba 's Communist Party , daily Gramma , published a letter Thursday from Elian 's grandmothers to Reno and Immigration and Naturalization Service Commissioner Doris Meissner asking for Elian 's return . </p><p>`` No material good exists that can compete with the value of the family , and it is humiliating for us that people are still questioning our love and the future that awaits Elian at his home , '' said a Spanish version of the letter , <span style='color:red;'><strong>dated </strong></span>Feb. 4 . </p>",,APW20000210.0328,117,dated
1696442648,false,finalized,5,4/20/2018 10:58:03,yes_its_anchorable,1.0,in a letter published Wednesday that he wants Cuban diplomats based in Washington to meet with his 6-year-old son in Miami and check on his condition .,Elian Gonzalez 's father,<p>HAVANA ( AP ) -- </p><p>Elian Gonzalez 's father <span style='color:red;'><strong>said </strong></span>in a letter published Wednesday that he wants Cuban diplomats based in Washington to meet with his 6-year-old son in Miami and check on his condition . </p>,,APW20000216.0193,0,said
1696442649,false,finalized,5,4/22/2018 20:39:46,yes_its_anchorable,1.0,Wednesday that he wants Cuban diplomats based in Washington to meet with his 6-year-old son in Miami and check on his condition .,Elian Gonzalez 's father said in a letter,<p>HAVANA ( AP ) -- </p><p>Elian Gonzalez 's father said in a letter <span style='color:red;'><strong>published </strong></span>Wednesday that he wants Cuban diplomats based in Washington to meet with his 6-year-old son in Miami and check on his condition . </p>,,APW20000216.0193,1,published
1696442650,false,finalized,5,4/20/2018 17:00:38,yes_its_anchorable,0.5831,Cuban diplomats based in Washington to meet with his 6-year-old son in Miami and check on his condition .,Elian Gonzalez 's father said in a letter published Wednesday that he,<p>HAVANA ( AP ) -- </p><p>Elian Gonzalez 's father said in a letter published Wednesday that he <span style='color:red;'><strong>wants </strong></span>Cuban diplomats based in Washington to meet with his 6-year-old son in Miami and check on his condition . </p>,,APW20000216.0193,2,wants
1696442652,false,finalized,5,4/20/2018 23:38:44,no_its_intentionwishopinion,0.7943,with his 6-year-old son in Miami and check on his condition .,Elian Gonzalez 's father said in a letter published Wednesday that he wants Cuban diplomats based in Washington to,<p>HAVANA ( AP ) -- </p><p>Elian Gonzalez 's father said in a letter published Wednesday that he wants Cuban diplomats based in Washington to <span style='color:red;'><strong>meet </strong></span>with his 6-year-old son in Miami and check on his condition . </p>,,APW20000216.0193,3,meet
1696442655,false,finalized,5,4/21/2018 02:13:17,yes_its_anchorable,0.5906,on his condition .,Elian Gonzalez 's father said in a letter published Wednesday that he wants Cuban diplomats based in Washington to meet with his 6-year-old son in Miami and,<p>HAVANA ( AP ) -- </p><p>Elian Gonzalez 's father said in a letter published Wednesday that he wants Cuban diplomats based in Washington to meet with his 6-year-old son in Miami and <span style='color:red;'><strong>check </strong></span>on his condition . </p>,,APW20000216.0193,4,check
1696442656,false,finalized,5,4/20/2018 04:37:19,yes_its_anchorable,1.0,in a letter published on the front page of the Communist Party daily Granma .,"`` We are worried not only about his prolonged kidnapping , '' Juan Miguel Gonzalez","<p>Elian Gonzalez 's father said in a letter published Wednesday that he wants Cuban diplomats based in Washington to meet with his 6-year-old son in Miami and check on his condition . </p><p>`` We are worried not only about his prolonged kidnapping , '' Juan Miguel Gonzalez <span style='color:red;'><strong>wrote </strong></span>in a letter published on the front page of the Communist Party daily Granma . </p>",,APW20000216.0193,6,wrote
1696442657,false,finalized,5,4/22/2018 02:47:06,yes_its_anchorable,1.0,on the front page of the Communist Party daily Granma .,"`` We are worried not only about his prolonged kidnapping , '' Juan Miguel Gonzalez wrote in a letter","<p>Elian Gonzalez 's father said in a letter published Wednesday that he wants Cuban diplomats based in Washington to meet with his 6-year-old son in Miami and check on his condition . </p><p>`` We are worried not only about his prolonged kidnapping , '' Juan Miguel Gonzalez wrote in a letter <span style='color:red;'><strong>published </strong></span>on the front page of the Communist Party daily Granma . </p>",,APW20000216.0193,7,published
